timestamp,btc,eth
2021-06-14 22:00:00,40415.3,2588.0
2021-06-14 23:00:00,40531.7,2634.04
2021-06-15 00:00:00,40353.9,2621.25
2021-06-15 01:00:00,40301.3,2612.47
2021-06-15 02:00:00,40378.9,2622.02
2021-06-15 03:00:00,39819.5,2581.68
2021-06-15 04:00:00,40119.9,2588.27
2021-06-15 05:00:00,39920.2,2578.33
2021-06-15 06:00:00,39844.4,2580.85
2021-06-15 07:00:00,40438.0,2598.29
2021-06-15 08:00:00,40330.9,2587.78
2021-06-15 09:00:00,40008.7,2548.81
2021-06-15 10:00:00,40065.0,2551.39
2021-06-15 11:00:00,40210.8,2557.02
2021-06-15 12:00:00,40702.3,2577.37
2021-06-15 13:00:00,40588.0,2576.07
2021-06-15 14:00:00,39955.1,2531.99
2021-06-15 15:00:00,39942.7,2522.43
2021-06-15 16:00:00,39974.3,2532.01
2021-06-15 17:00:00,40113.7,2554.55
2021-06-15 18:00:00,40166.6,2543.03
2021-06-15 19:00:00,39924.6,2520.38
2021-06-15 20:00:00,40105.3,2526.41
2021-06-15 21:00:00,40070.1,2524.75
2021-06-15 22:00:00,40058.6,2524.08
2021-06-15 23:00:00,40295.2,2533.81
2021-06-16 00:00:00,40292.9,2531.1
2021-06-16 01:00:00,40394.7,2536.9
2021-06-16 02:00:00,40116.0,2527.51
2021-06-16 03:00:00,40063.7,2523.24
2021-06-16 04:00:00,39958.4,2513.51
2021-06-16 05:00:00,39775.9,2488.76
2021-06-16 06:00:00,39102.8,2461.69
2021-06-16 07:00:00,39095.7,2449.0
2021-06-16 08:00:00,39251.7,2457.0
2021-06-16 09:00:00,38858.3,2423.35
2021-06-16 10:00:00,38787.9,2415.41
2021-06-16 11:00:00,38680.8,2395.84
2021-06-16 12:00:00,39154.6,2428.0
2021-06-16 13:00:00,38748.7,2418.96
2021-06-16 14:00:00,38668.0,2419.05
2021-06-16 15:00:00,38532.8,2400.17
2021-06-16 16:00:00,38763.6,2412.81
2021-06-16 17:00:00,38562.7,2386.69
2021-06-16 18:00:00,38337.1,2367.47
2021-06-16 19:00:00,38631.6,2395.99
2021-06-16 20:00:00,38675.4,2414.19
2021-06-16 21:00:00,38722.3,2419.12
2021-06-16 22:00:00,38867.4,2432.0
2021-06-16 23:00:00,38827.6,2426.12
2021-06-17 00:00:00,38719.9,2414.27
2021-06-17 01:00:00,39230.7,2447.0
2021-06-17 02:00:00,39231.2,2443.32
2021-06-17 03:00:00,39301.5,2440.49
2021-06-17 04:00:00,39517.1,2447.36
2021-06-17 05:00:00,39256.3,2432.44
2021-06-17 06:00:00,39155.4,2425.73
2021-06-17 07:00:00,38781.9,2388.41
2021-06-17 08:00:00,38721.1,2378.62
2021-06-17 09:00:00,38898.9,2400.25
2021-06-17 10:00:00,39021.8,2418.07
2021-06-17 11:00:00,38486.8,2363.03
2021-06-17 12:00:00,37690.3,2313.72
2021-06-17 13:00:00,37760.3,2331.03
2021-06-17 14:00:00,37729.7,2340.61
2021-06-17 15:00:00,37737.3,2343.57
2021-06-17 16:00:00,37750.8,2348.4
2021-06-17 17:00:00,37964.3,2360.38
2021-06-17 18:00:00,38078.2,2371.99
2021-06-17 19:00:00,37687.6,2349.0
2021-06-17 20:00:00,37660.8,2329.61
2021-06-17 21:00:00,37794.2,2342.32
2021-06-17 22:00:00,37936.3,2342.07
2021-06-17 23:00:00,37950.0,2360.06
2021-06-18 00:00:00,37621.0,2336.55
2021-06-18 01:00:00,37476.9,2326.99
2021-06-18 02:00:00,37711.2,2340.31
2021-06-18 03:00:00,37895.9,2344.79
2021-06-18 04:00:00,37506.5,2302.11
2021-06-18 05:00:00,37849.7,2330.63
2021-06-18 06:00:00,37835.7,2319.99
2021-06-18 07:00:00,37408.9,2284.08
2021-06-18 08:00:00,37229.0,2279.45
2021-06-18 09:00:00,36678.2,2247.95
2021-06-18 10:00:00,36362.8,2215.68
2021-06-18 11:00:00,36623.1,2238.62
2021-06-18 12:00:00,36233.8,2203.48
2021-06-18 13:00:00,35275.8,2152.21
2021-06-18 14:00:00,35339.1,2153.6
2021-06-18 15:00:00,35516.2,2194.5
2021-06-18 16:00:00,35683.1,2223.74
2021-06-18 17:00:00,35620.0,2216.66
2021-06-18 18:00:00,35824.0,2232.9
2021-06-18 19:00:00,35747.9,2239.64
2021-06-18 20:00:00,36144.1,2252.41
2021-06-18 21:00:00,35497.1,2211.02
2021-06-18 22:00:00,35123.1,2189.97
2021-06-18 23:00:00,35200.0,2196.42
2021-06-19 00:00:00,35537.6,2238.32
2021-06-19 01:00:00,35798.0,2238.82
2021-06-19 02:00:00,35789.6,2245.01
2021-06-19 03:00:00,35817.1,2252.26
2021-06-19 04:00:00,35667.3,2228.05
2021-06-19 05:00:00,35723.8,2224.63
2021-06-19 06:00:00,35965.4,2242.03
2021-06-19 07:00:00,35744.1,2233.4
2021-06-19 08:00:00,35761.5,2229.14
2021-06-19 09:00:00,36252.4,2251.61
2021-06-19 10:00:00,36116.7,2247.36
2021-06-19 11:00:00,35891.8,2243.43
2021-06-19 12:00:00,35763.6,2223.43
2021-06-19 13:00:00,35514.8,2205.76
2021-06-19 14:00:00,35957.6,2221.4
2021-06-19 15:00:00,36097.0,2225.64
2021-06-19 16:00:00,35872.7,2208.13
2021-06-19 17:00:00,35541.0,2176.74
2021-06-19 18:00:00,35490.5,2166.27
2021-06-19 19:00:00,35375.0,2169.17
2021-06-19 20:00:00,35625.0,2182.24
2021-06-19 21:00:00,35608.7,2179.74
2021-06-19 22:00:00,35533.4,2183.47
2021-06-19 23:00:00,35799.9,2208.71
2021-06-20 00:00:00,35740.6,2214.07
2021-06-20 01:00:00,35483.1,2199.42
2021-06-20 02:00:00,35630.8,2203.25
2021-06-20 03:00:00,35311.1,2180.19
2021-06-20 04:00:00,34985.1,2165.78
2021-06-20 05:00:00,34067.4,2099.56
2021-06-20 06:00:00,33890.1,2076.01
2021-06-20 07:00:00,33922.9,2079.89
2021-06-20 08:00:00,33922.5,2081.44
2021-06-20 09:00:00,34351.0,2111.0
2021-06-20 10:00:00,34450.0,2112.15
2021-06-20 11:00:00,34573.6,2124.47
2021-06-20 12:00:00,34584.0,2132.32
2021-06-20 13:00:00,34941.8,2160.01
2021-06-20 14:00:00,35491.1,2220.11
2021-06-20 15:00:00,35815.7,2256.0
2021-06-20 16:00:00,35545.5,2251.55
2021-06-20 17:00:00,35657.7,2253.59
2021-06-20 18:00:00,35595.0,2243.1
2021-06-20 19:00:00,35567.5,2236.49
2021-06-20 20:00:00,35276.4,2203.98
2021-06-20 21:00:00,35153.6,2189.83
2021-06-20 22:00:00,34660.0,2156.68
2021-06-20 23:00:00,34233.3,2120.38
2021-06-21 00:00:00,34445.3,2129.67
2021-06-21 01:00:00,32773.5,2014.02
2021-06-21 02:00:00,33007.8,2012.2
2021-06-21 03:00:00,32881.5,2014.87
2021-06-21 04:00:00,33190.0,2007.72
2021-06-21 05:00:00,32344.0,1940.1
2021-06-21 06:00:00,32550.1,1970.5
2021-06-21 07:00:00,32276.8,1948.7
2021-06-21 08:00:00,33164.9,2013.48
2021-06-21 09:00:00,32906.6,2003.96
2021-06-21 10:00:00,32687.7,1984.01
2021-06-21 11:00:00,32150.1,1922.58
2021-06-21 12:00:00,32265.4,1920.04
2021-06-21 13:00:00,32800.9,1961.16
2021-06-21 14:00:00,32586.9,1945.48
2021-06-21 15:00:00,32593.5,1940.97
2021-06-21 16:00:00,31511.5,1875.85
2021-06-21 17:00:00,31271.0,1865.01
2021-06-21 18:00:00,31655.2,1886.83
2021-06-21 19:00:00,31819.6,1915.07
2021-06-21 20:00:00,32630.1,1955.32
2021-06-21 21:00:00,32900.0,1970.1
2021-06-21 22:00:00,33019.2,1976.0
2021-06-21 23:00:00,32918.2,1968.54
2021-06-22 00:00:00,32600.0,1937.81
2021-06-22 01:00:00,32854.6,1948.23
2021-06-22 02:00:00,32618.4,1941.96
2021-06-22 03:00:00,31685.3,1880.33
2021-06-22 04:00:00,31568.7,1875.0
2021-06-22 05:00:00,31834.5,1901.52
2021-06-22 06:00:00,31223.0,1865.01
2021-06-22 07:00:00,29868.5,1788.92
2021-06-22 08:00:00,29203.1,1724.4
2021-06-22 09:00:00,30568.0,1815.67
2021-06-22 10:00:00,31702.5,1860.28
2021-06-22 11:00:00,32583.2,1915.69
2021-06-22 12:00:00,32772.8,1909.0
2021-06-22 13:00:00,33004.6,1936.88
2021-06-22 14:00:00,32429.8,1895.91
2021-06-22 15:00:00,32910.8,1930.53
2021-06-22 16:00:00,32469.7,1875.01
2021-06-22 17:00:00,32603.1,1887.92
2021-06-22 18:00:00,32516.2,1879.95
2021-06-22 19:00:00,33710.1,1935.66
2021-06-22 20:00:00,34037.8,1999.46
2021-06-22 21:00:00,33851.6,2008.09
2021-06-22 22:00:00,34000.0,2014.84
2021-06-22 23:00:00,33813.8,2001.9
2021-06-23 00:00:00,34347.5,2040.0
2021-06-23 01:00:00,33920.1,2007.19
2021-06-23 02:00:00,33976.0,2007.11
2021-06-23 03:00:00,33784.8,1973.32
2021-06-23 04:00:00,33936.8,1988.44
2021-06-23 05:00:00,34239.6,2009.82
2021-06-23 06:00:00,33952.3,1992.07
2021-06-23 07:00:00,34215.2,2011.11
2021-06-23 08:00:00,34001.2,1996.03
2021-06-23 09:00:00,34081.5,2001.0
2021-06-23 10:00:00,33496.2,1975.85
2021-06-23 11:00:00,33697.8,1988.39
2021-06-23 12:00:00,33608.7,1975.0
2021-06-23 13:00:00,33295.4,1944.04
2021-06-23 14:00:00,32884.3,1916.15
2021-06-23 15:00:00,33049.2,1932.09
2021-06-23 16:00:00,33364.8,1945.57
2021-06-23 17:00:00,33485.7,1949.93
2021-06-23 18:00:00,33683.3,1967.62
2021-06-23 19:00:00,33187.3,1938.33
