,actual,predicted
57,-0.027364520768574097,0.001710845974033624
58,-0.035350453780495616,-0.00018474459104141257
59,0.008856209589934494,0.0037110137784844392
60,-0.01087871486162817,0.00010023779819946527
61,-0.011122988733624939,0.002218947708334487
62,-0.024736790952815224,-0.010065883815352325
63,-0.006163757158297534,-0.006388592390087075
64,-0.01467287057309008,-0.006050174666065697
65,0.006420821705668045,-0.006990975472169922
66,0.025276914402064143,0.0040126920978952535
67,0.0728727739127748,0.003879084295921758
68,0.07188969586926919,0.0015207675963798055
69,0.04927999709885866,0.006132522068985707
70,0.09792707888786345,0.0023251488767147073
71,0.08094136114968364,-0.004525199807831921
72,0.09783288992234485,0.009147117904346226
73,0.08288368407534752,0.010945759184761466
74,0.11131554594917836,0.01590981256128109
75,0.04545127853881281,0.009594077732432834
76,0.06524036199887284,0.013066855051268339
77,0.057226926441684034,0.013946841158873124
78,0.002999690265486521,0.006817879482121508
79,0.012226787239818737,0.010633109277833262
80,0.00954311043960332,0.013568934420790057
81,0.008606916299559453,0.01316574860332121
82,0.012555022026431661,0.011807432589079625
83,-0.02653999173637589,0.014347270074148447
84,-0.020506591418231856,0.013096274601025238
85,-0.012291599523295393,0.008513343958841575
86,0.022919365006388137,0.008341185738254677
87,0.010846971686926166,0.007564328621849731
88,0.011752775938817184,0.00821700851200521
89,0.0037364751983346434,0.007743345428460369
90,-0.006514487949763281,0.0079906689924267
91,-0.034332950165663734,0.0010296644283586966
92,-0.03924538817035683,0.0005909633757575604
93,-0.0035896649466586883,-0.003563992130211753
94,-0.00452443720116158,-0.007254536201713236
95,0.0021834061135370675,-0.0043863326711197975
96,-0.012956151709600405,-0.00931850925008455
97,-0.0012608408937404558,-0.005494030567521082
98,-0.0028120952240853203,-0.013034140071234851
99,-0.004733399742646638,-0.011003005402495408
100,0.0018761595145209142,-0.012343867747365091
101,0.008432430154464932,-0.01124774745400605
102,0.00547944830800251,-0.008539061005186394
103,0.003499735955663441,-0.007064399729080072
104,0.028083412796750862,-0.004938415015063987
105,0.03064426499725248,-0.0053211859094598165
106,0.02642536551774488,-0.0011950866907593843
107,0.05129994765311463,-0.0008236062542531508
108,0.06878953779074859,-8.911283590061492e-05
109,0.06476720691475246,0.002982916259010765
110,0.03916737750281207,0.001424749170048718
111,0.04026382490770719,0.011573314773777984
112,0.07132509803921572,0.000742241227359091
113,0.05050639549687852,0.0010408490605570606
114,0.04290905906563336,0.003584820182912936
115,0.044288402625820567,0.0010883018779038155
116,0.057654163177149886,0.006132543792613765
117,0.046101790927709274,0.0027700650542194405
118,0.045098966462846946,0.006014919091763895
119,0.04405228758169932,0.0016645945370055487
120,0.037595618915159834,0.005471577210140133
121,0.03651538862806469,0.0034766384759323653
122,0.043156672944680396,-0.00013885760930301173
123,0.059682687636508636,0.0036576740420960355
124,0.044810466777913005,0.0031050842632418226
125,0.049973881246735186,0.0017992236855740992
126,0.06002106002106,0.0074676892111840785
127,0.05112587199162877,0.0012141480575576305
128,0.0320260318547696,0.0041095027912800616
129,0.017078916297329272,0.003163431779140466
130,0.01939668162431718,0.00759460494191289
131,-0.0019716597510374134,0.0052561269865771315
132,-0.003626131687242795,0.0048080654180211995
133,-0.004551868250093016,0.008761447834247833
134,-0.0026595744680850686,0.010271262316370475
135,-0.015281856928025084,0.005902818959348313
136,-0.048111818520024774,0.011126316717641967
137,-0.02874367482372453,0.015195160979893485
138,-0.018724547630043276,0.010659085019293302
139,-0.03486800556030745,0.011158707793863548
140,-0.03134861429464475,0.007952039313488058
141,-0.03865499173365761,0.011907619438784153
142,-0.040186954888786874,0.008395424636527395
143,-0.042569592254079636,0.00631315152775137
144,-0.036819838311062725,0.008791745374097113
145,-0.03275457138064086,0.005010553726911531
146,-0.03322555005372363,0.004869017838115284
147,-0.045057357021576205,0.00296328191297903
148,-0.043388960205391514,-0.0018470481649859836
149,-0.04104477611940294,-0.0010123507076954487
150,-0.0412252069536424,0.00019241697415156838
151,-0.04332984924107852,0.0007563159171641255
152,-0.04461417192167272,0.00437005900885085
153,-0.04533333333333334,0.005007900613434114
154,-0.03621621621621629,0.0065088620883667625
155,-0.04260865707710926,0.006253987492878713
156,-0.056342205491228814,0.0050465564432450654
157,-0.031134187790287204,0.009567334232413844
158,-0.02762500000000001,0.006409110590575333
159,-0.01524591681422982,0.006610346459898539
160,-0.002415400109126553,0.007687614333841906
161,-0.004995518211350025,0.0010697917496712331
162,-0.0018825140118940986,0.004236646887771014
163,0.011660023873240055,0.002574560675949669
164,0.0017205335504042463,0.00040873855514896376
165,0.0062784349408553375,0.0019547855367621483
166,0.009086956521739076,0.0024749151081434797
167,0.011333861354719144,0.0005717907900759022
168,0.008567452378881457,0.00018523660220596443
169,-0.0019945367038113337,-0.0013079838392615782
170,0.00516829533116181,0.002100551871577744
171,-0.014397848996053564,0.002279099570026841
172,-0.002302953959101739,0.00297133173879113
173,-0.0025076091655859,0.002074782637042783
174,-0.0014677517470104151,-0.0004343948713865292
175,0.007855055497745456,0.0007730278355547113
176,0.01612688906239268,-0.0012130280393511947
177,0.021997206703910477,0.0011714317161202045
178,0.013201604900987984,0.001297046733662341
179,0.022101267090386623,0.0037956788544928934
180,0.031393310163712496,0.004175902770596914
181,0.0039471426119785935,0.004688358804998805
182,0.002699575780948704,0.005058973466439617
183,-0.011479220060447881,0.007053941843966765
184,0.0022503518584033877,0.006843718932992774
185,0.015450207961284157,0.007175548612164856
186,0.02468172660636969,0.006898501104264105
187,0.029980470845762497,0.005822630883905168
188,0.02774432434614771,0.005420286901492777
189,0.029973432541476663,0.003953272658336636
190,0.026274290146063972,0.005021258189907184
191,0.01290720227576414,0.007192632992371456
192,0.020982277607692668,0.002209967588786431
193,0.03562584176912731,0.0035625194888480104
194,0.021703249222260634,0.0005187075667542804
195,0.041272495269943255,0.0012586570972865415
196,0.024861203786064046,0.005525996587780656
197,0.030166436813732656,0.007317313527011241
198,0.02031993082576733,0.00508543547906282
199,0.02359333244684092,0.008319578113523993
200,0.014525641025641134,0.007153705982922769
201,0.00882734028015042,0.006903037018726354
202,0.006855439642325045,0.008030362335507562
203,0.006943277525591096,0.004788989608217693
204,0.013367281985996238,0.008646762911273115
205,0.017094017094017033,0.00513607495983349
206,0.017094017094017033,0.010780442516780033
207,0.032000693781979006,0.006766619507303439
208,0.02540965811965812,0.005866269940231754
209,0.010004395604395588,0.008474039358371679
210,0.003982463772966183,0.005836408443701657
211,0.024628078509813633,0.010208817592101434
212,0.021909005257066294,0.011888272178794741
213,-0.000689799331103691,0.010203069772900867
214,0.02569936352796942,0.013776412573480133
215,0.03385210332053079,0.009088483689205005
216,0.03359293171605238,0.008643645901023424
217,0.023283131266518264,0.012306847229168496
218,0.03555943213103108,-0.0003271106279671386
219,0.03245294739066118,0.01105145223921409
220,0.037678675754625024,-0.00011064793596027907
221,0.02659066924396969,-0.004871303553490871
222,0.04072300847457622,0.000395693482384803
223,0.027923433192118985,-0.00980776601355729
224,0.033618507238867945,-0.004513239401931633
225,0.046916819545741006,-0.007154072768611036
226,0.05400503256364697,-0.005343755007827334
227,0.05063291139240511,-0.007603470998446574
228,0.04690117252931314,-0.008596780459227925
229,0.06647058823529406,-0.009576098763629314
230,0.09663865546218497,-0.01098079720099951
231,0.1100000000000001,-0.009561924936929533
232,0.11903431048987478,-0.005215903601752634
233,0.08801615486386738,-0.006897544725638682
234,0.07499999999999996,-0.0014773687082783654
235,0.04929233772571995,-0.0051568083113264765
236,0.07602339181286544,0.0008027308579243424
237,0.1277010479636873,0.002264897527029117
238,0.09909877348907914,-0.0006442413132559935
239,0.10512018439249249,0.00591679820742701
240,0.08777019572590206,0.007874220955416055
241,0.07412270416530031,0.005036247107368892
242,0.029111269752146285,0.013647606646767972
243,0.07575832176803199,0.014252670051101902
244,0.024029693107684658,0.01321004614603568
245,0.07377026874501591,0.018312270652913375
246,0.07137704096927733,0.012113229519756605
247,0.07291532721053784,0.012953563459339991
248,0.08749123807971304,0.014216580989597091
249,0.08661565404363114,0.00931318566043799
250,0.07186718229741418,0.011508471012393075
251,0.0843373493975903,0.01085877845794672
252,0.06000024000000015,0.007523939310212826
253,0.06374596170514546,0.011128886464689
254,0.030230038314176255,0.0035564125752473668
255,0.01589840260428499,0.007064322491621022
256,-0.007130225153734071,0.00402465427929662
257,0.037192384615384766,0.003922182779188594
258,0.06279065891472868,0.005490046263994409
259,0.030116279069767327,0.004689913595148581
260,0.04310417300091207,0.005828668355187883
261,0.034360065710041354,0.006138801687865346
262,0.03836708196405336,0.008916425986962066
263,0.032226219739292405,0.004894042531398033
264,0.022238082716652396,0.004465419690086976
265,0.06234515029216969,0.0037778918208845906
266,0.08464309187924246,0.0077501899919601635
267,0.056916675017754104,-0.0037018936258618115
268,0.111357609561753,0.00606999510762656
269,0.0731034323242965,-0.0027427264465643584
270,0.10400640202865685,-0.0020087560902085494
271,0.09727536246022583,-0.0011469406450113169
272,0.10352836777108831,-0.006265192207740134
273,0.09030984335819903,-0.0023621380863258603
274,0.09106975483291668,-0.0032103814663208856
275,0.08136192592592617,-0.0017483893510534913
276,0.08456235821229607,-0.0003973728117928248
277,0.0546215185185186,-0.0008233922785341064
278,0.0636318102373743,-0.0014512151764746262
279,0.07724680270559614,0.004128829141222074
280,0.09020067396335407,0.0016004620487928755
281,0.07668190182950241,0.005205161018493786
282,0.06261028674727509,0.006174173555607124
283,0.10471460285209022,0.011106450744501967
284,0.0678346334607065,-0.002714067063441474
285,0.056974604453907673,0.001852489458083414
286,0.053301464057617265,0.0033335192551026994
287,0.05556773496087408,-0.0008152214756729226
288,0.10241428728916335,0.005084351544174446
289,0.07784002583366978,-0.0017509080509047316
290,0.08504633244340787,-0.0008531674865765422
291,0.09784013678905668,-0.009659641632853464
292,0.06470400008947808,-0.00874001360153789
293,0.038580010727962355,-0.010636580101814081
294,0.019586244879694403,-0.01176842367289849
295,0.01792040008335083,-0.0060333291121231905
296,-0.01516254350963575,-0.007204620343887322
297,-0.009692798634812316,-0.009177456283800584
298,0.0395581020345146,-0.007934738843846663
299,0.02470231983179505,-0.009885122544591955
300,0.040711690781944476,-0.009391550218487879
301,0.07115836992741031,-0.00564259856686761
302,0.08041958041958042,-0.0007493731997018065
303,0.05851879866158227,-0.0052565999329441315
304,0.06571703599927603,-0.0017565037534618194
305,0.0759140307195314,-0.0007732589947461533
306,0.07218462387718771,0.0008233890425903396
307,0.05589237057220697,-0.0004860304636358833
308,0.06936440503171193,0.007288264703426286
309,0.05858485639509503,0.003327201261717756
310,0.06274502526525105,0.0009064179756962873
311,0.06988981741424438,0.005682027381563196
312,0.06796666666666673,0.0012842082826747176
313,0.06874639999999999,0.00408737826707496
314,0.10046069505538546,0.0028574125412649995
315,0.08167512891583484,0.001769847593600487
316,0.07744111371855622,0.005155102387843453
317,0.13356164383561642,0.005084436485695119
318,0.1174881836596895,0.0024465879662058506
319,0.08498812691914015,0.006360286387360428
320,0.11216533525860006,0.004593974518034578
321,0.09763557700456382,0.0068008065334423835
322,0.030033003300330208,0.004199692779876465
323,0.03148606190253367,0.008651133898871226
324,0.06984052689645948,0.009259550578702055
325,0.016360119340349533,0.006244750401123251
326,0.06148867313915862,0.008250799294227866
327,0.11100218932784367,0.009862590073823906
328,0.10092335181367118,0.009021167472583528
329,0.12830641583777336,0.00464547739193776
330,0.146510819462228,0.005111942579432258
331,0.18383277958775524,0.002150840230586737
332,0.19652009837883977,0.0017385250091853767
333,0.26613391170757805,-0.0009351888923490722
334,0.27131313226461784,0.0026728531797390134
335,0.3258785942492013,0.00393128113478438
336,0.34835669028371674,0.0014239850188962986
337,0.4471783639848206,0.005636586699443925
338,0.4094432699083861,0.0022109264830508296
339,0.1538097010551449,-0.003777220222935961
340,0.3247218437500001,0.004534167619928942
341,0.1667069486404833,-0.00043611812508875976
342,0.22823009063444122,0.004963974105915835
343,0.2263764833573485,0.008744872692910268
344,0.2096790875697916,0.0031122503660066894
345,0.13905339870221956,0.0039055442234607694
346,0.19086520346042923,0.004777127207998238
347,0.23127025275437463,0.007662332930730816
348,0.17769628125000003,0.00452810251914341
349,0.21684316129032233,0.009316627285175964
350,0.1707317073170731,0.008629445121251089
351,0.14649997058823527,0.0071639600235091335
352,0.03225803424463236,0.005151787965638226
353,0.06294947001048912,0.008702591865269317
354,0.024653182826768427,0.0047013805851024324
355,2.9972752035867245e-07,0.004500199522531331
356,-0.021333333333333315,0.00707815472715948
357,-0.06835443037974687,0.005715741921651037
358,-0.07039240902290433,0.006091218941915839
359,-0.10418361445783131,0.0025487055397085635
360,-0.18981481481481477,0.007795768528104165
361,-0.21027588362068972,0.00968731454798333
362,-0.19856523913043478,0.014161671977266657
363,-0.07479713077369943,0.023719824706686175
364,-0.13033630008035413,-0.0003882622562172734
365,-0.04925423377699523,0.004722322725936509
366,-0.13128748424279424,-0.001777363870067025
367,-0.05128207560815201,0.00042966850251954444
368,-0.06450741650831204,-0.006840931715521514
369,0.006127564956835974,-0.00316844093593833
370,0.011652733078136857,-0.00759898733149774
371,-0.011369344948285454,-0.019215331099763776
372,-0.004942939315237926,-0.01641044272592153
373,-0.03504939195121959,-0.025093426094051047
374,-0.08291812499999995,-0.022585149293802866
375,-0.14195218547374822,-0.02738056997262417
376,-0.0584588352272728,-0.011807889225374575
377,-0.08984145625367002,-0.023769754250882597
378,-0.12261582772163959,-0.023823788041266815
379,-0.1418258702974231,-0.016983499524999432
380,-0.13792912806539503,-0.015225930971864941
381,-0.17372282608695655,-0.012053310855686197
382,-0.17404974787182137,-0.005704952446347336
383,-0.16299919464993629,0.003681428487201807
384,-0.13005714285714276,0.0022242110425293423
385,-0.09396556779881582,0.0017868179339030005
386,-0.10541249675615727,0.007094639080933222
387,-0.10551882109084387,0.01310103922248403
388,-0.11399180817012988,0.009150428232333392
389,-0.11850179350090839,0.012002470967896434
390,-0.06560579890704199,0.015177530301778378
391,-0.09189189189189184,0.008618501332632166
392,-0.09852054794520537,0.011843052866709038
393,-0.09863013698630141,0.013353643351866333
394,-0.11968082765108579,0.007905193828173333
395,-0.10302566492814236,0.007003946984728703
396,-0.10434239999999995,0.007720758654607579
397,-0.09890109890109888,0.007164839186979557
398,-0.06156143365062139,0.0033166136833774834
399,-0.025250271611732766,0.008132155755724204
400,-0.0012747475284491383,0.0059421481240201236
401,-0.029325513196480912,0.004296936989347671
402,-0.004726801242235901,0.011401160564238375
403,0.009684076837593203,0.011695802018838204
404,0.01776341684798588,0.005499961264802303
405,0.03825023843194009,0.013912087099018578
406,0.05221489357923925,0.014172322884330044
407,0.02268318643453382,0.010613720209786468
408,0.047687861271676235,0.01348318469233939
409,-0.009036144578313254,0.016563822512509305
410,0.017984823587193777,0.016083338805462984
411,0.04822587301587289,0.013849269999987882
412,0.010884569963523605,0.010722878226471163
413,0.02579950563880762,0.008504522990630358
414,0.006060636363636407,0.008422677627035104
415,-0.01463535714285702,0.012594873892561878
416,0.009299781181619338,0.018890334719760232
417,0.009088145896656519,0.01621936310875697
418,-0.0030210876132930053,0.01823677055681406
419,-0.03249277930982897,0.01104803773922455
420,-0.029390963689695626,0.010830188560165013
421,0.010295091463414563,0.01135776848980741
422,0.00674739772452182,0.010944689287535343
423,0.0014415850859865742,0.014289815066467842
424,-0.023955044593503394,0.006836573612386123
425,-0.017840483383685712,0.004424372779516688
426,-0.03269482142563507,-0.00038389496281109655
427,-0.007804088050314406,-0.004356791641155809
428,-0.005228447204968956,-0.008144413337664382
429,0.0047489592596785535,-0.006466215263509912
430,0.008023887614414305,-0.012326070293129588
431,0.010826150126239442,-0.006202476701810082
432,0.00884012539184953,-0.013088309344502485
433,-0.021458966565349513,-0.012331060984422871
434,-0.04238033665089014,-0.007780590248545737
435,-0.026369301539426515,-0.00690873214599205
436,-0.0337576361468529,-0.0005586610858233781
437,-0.03159641471095154,-0.004686771458217487
438,-0.02707834255788133,0.0017370239934904746
439,-0.01837161321594405,0.0018065449222714434
440,-0.03279132791327921,0.004347470703319961
441,-0.03506126690562972,0.0029128764755955083
442,-0.019697029109270958,0.003423059170439778
443,-0.01258907936843312,0.006410891755413469
444,-0.011972453620476942,0.008277415502257225
445,-0.016919652097541205,0.005485673207109982
446,-0.019325786177434856,0.007276393140478034
447,0.030076538129355512,0.005128288515701561
448,0.06385319952534263,0.005119861199441968
449,0.07660903834819877,0.0014114424546334777
450,0.11032674193548386,0.005195255787284317
451,0.10294711907360043,0.0015360556321889762
452,0.07634185120189274,-0.0009238480293082682
453,0.12449558638083236,-0.0008014241872080809
454,0.09628959584081209,6.344534736651888e-05
455,0.10824528243230636,-0.004890545342732112
456,0.11863774780933434,0.0017789178131233513
457,0.08886342175560658,0.006355334962598698
458,0.09500701147278745,0.003203107789944859
459,0.10076935653206509,0.00712210371287847
460,0.12299324295098546,0.006601794682694987
461,0.1277720444154149,0.008096556918908992
462,0.12070833720318253,0.008366302016707228
463,0.1251692307692307,0.011877725813666605
464,0.16877133339559802,0.012286755972435504
465,0.17724341572519386,0.014631649141661318
466,0.16008346213292102,0.013297325453570333
467,0.11633311221634712,0.012416803316456768
468,0.12823159260196748,0.008816495919012138
469,0.08798842471718005,0.007976225409946556
470,0.09124592374647555,0.008639827089798414
471,0.05014284015223591,0.006636184083334863
472,0.0459703229560664,0.006336475938993643
473,0.02285714285714291,0.0060402989503929895
474,0.044708461144930656,0.008470156287714668
475,0.030718390804597595,0.002516939052936616
476,0.03982368070956532,0.002263587577052588
477,0.007036922818133284,0.0008654697613544341
478,0.028164427987499074,0.0025673273237246494
479,0.014897363247352802,0.002572305733268377
480,0.019404166666666667,0.005523255738700369
481,0.030664242390978647,0.0030054783255193986
482,0.030767664105783687,0.001470494353451581
483,0.026251836780829763,0.001677303854792712
484,0.01855936279541548,-0.001703856572116527
485,0.05450702045028866,0.0006515648347230202
486,0.03314917127071815,0.0030913301303826086
487,0.0327882028002624,0.001321206130710234
488,0.006869513759804269,-0.00044839285394766056
489,0.0016971869165307574,-0.00020733199031369807
490,0.011522434829877026,-0.00530748897522624
491,0.07877392841766584,-0.003562628095293013
492,0.10902586681342874,-0.0069650818955093565
493,0.1217758454324358,-0.004903186106018338
494,0.10938938871015691,-0.005711512780038635
495,0.10531948159378879,-0.0037796233775892786
496,0.08225312934631424,-0.0033026109920502207
497,0.10713265363128488,0.0011442333352416792
498,0.0915208988014129,0.0004977663690265153
499,0.09743789902143907,0.001598887559937832
500,0.09785216178521616,0.0035384619729424303
501,0.09938752783964366,0.0021033822565708713
502,0.08533175287723571,0.002101222592997084
503,0.09535652030523711,0.003062795121315324
504,0.08173203028457543,0.0040870935961986625
505,0.09651489905839505,0.003247965619277317
506,0.09138548416521042,0.0031202310359864215
507,0.14271553267064996,0.0008305688327181785
508,0.13719046600338958,0.0024741484871166385
509,0.08533018211488952,0.00014648333330780213
510,0.12277933155080234,0.006844211626534798
511,0.07239126942545804,0.00595997184651729
512,0.10888883597883581,0.0074293276579284
513,0.11178759562696894,0.007586144800402235
514,0.10639511656162326,0.006696528617415051
515,0.08285822262350084,0.004179543675650949
516,0.014400029775197387,0.002164230410605445
517,0.03451875084099276,0.006610088121510772
518,0.04995230379746829,0.003887963780675333
519,0.06206702576865908,0.0026852038753532505
520,0.060015010152414616,0.0037728999153804487
521,0.0490545951796717,0.0022578361456247788
522,0.062471363057324814,0.0030715367923606907
523,0.05619688039833348,0.003528396960067062
524,0.059363534732455925,0.002050179067394349
525,0.05016459863256517,0.0015485443623694953
526,0.05458859182470599,0.0022950093980577753
527,0.04562200353267731,-0.0002626794291166962
528,0.05811383884179344,0.003965804198977551
529,0.08539636049940746,0.0038699862632346647
530,0.09006867993131995,0.0024304940826267944
531,0.036385542168674734,0.001500179532893354
532,0.04578310843373501,0.001613836623766568
533,0.05135476408501605,0.0024516100852613586
534,0.03790186246901084,0.0005079670323679302
535,0.07286239845929732,0.005246716712321783
536,0.07357575024218699,0.0012645514592889598
537,0.026928571428571413,0.0052868796709609695
538,-0.02619047619047621,0.005695890985818659
539,0.018057674870945117,0.00503787664927368
540,0.04935259347860388,0.006088471596301213
541,0.04055236798599626,0.003456289309276184
542,0.018755523457653744,0.005014020869812956
543,0.01915684822640995,0.0046096281185304564
544,0.038606950331511625,0.0051960054092536675
545,0.022134748865701104,0.001811390700278033
546,0.03839139517549772,-8.836438501202493e-05
547,0.0333588014700934,0.0007220529343861708
548,0.028669536914163407,-0.004323549531505106
549,0.05615972607364195,-0.00332651422893185
550,0.036238159959575134,-0.0050955089586515
551,0.04976108885563968,-0.001530219059454125
552,0.03406739673848347,-0.003485954550877364
553,0.012790697674418539,-0.003535042851452278
554,0.021517182335952567,0.0009717662718546362
555,0.03371308997907474,-0.001497089940665444
556,0.019700484324896017,-0.0007054004939447862
557,0.010655268774616644,0.002889694978816827
558,0.010678118701747952,0.0011170608749108118
559,0.013046580134401298,0.0039580850903669605
560,-0.008888866864197098,0.0012721214280286552
561,0.03405902946836381,0.0035021255435530004
562,0.06359413202933983,0.003804442861556881
563,0.031940887056386646,-0.0009399609015345034
564,0.04195804195804187,0.004621023646939098
565,0.03740654205607474,0.00579385417919594
566,0.06506440586470874,0.004544311181360082
567,0.06968667930537764,0.0012404994768296825
568,0.0528961976019553,0.001707168481606089
569,0.06823529411764695,0.0035192181394454462
570,0.07151497751922431,-0.0015321541316054392
571,0.0822784892623114,0.0019161702538214721
572,0.07484788337737247,0.0031577426761583184
573,0.05394984018264837,-6.397546118103647e-05
574,0.04388314814814831,0.002098162121053225
575,0.05747126436781613,-3.5023453525058566e-05
576,0.050603415355847225,-0.0011297819513206749
577,0.04936854190585538,0.0012645525537595668
578,0.024943310657596474,0.0009181210263497978
579,0.012190778227620491,0.005749585353104404
580,0.023613151056377735,0.00919291943179738
581,0.025082777702181813,0.008484322144000965
582,0.028252231440005993,0.009321184827181136
583,0.029067514181408294,0.009675345363509058
584,0.0425358520179373,0.00907851723081303
585,0.04237459641255614,0.00967660981797568
586,0.052872347762120464,0.01137653083412447
587,0.04061224489795934,0.008992813125217231
588,0.03017894854586145,0.007760733177539042
589,0.0009572081709872116,0.007586039957925447
590,-0.01806668888888885,0.004760383298208689
591,-0.030973451327433676,0.0035856414190773723
592,-0.020509999999999917,0.002934786491945622
593,-0.026894295154184955,0.001629268286749844
594,-0.04256077589279894,0.0013981957736576229
595,-0.05157211062841416,0.002283901554850488
596,-0.047941388286333986,0.0010730397878458094
597,-0.04746233688479917,0.00061297824377427
598,-0.02669324596250222,0.0019936295025212002
599,-0.04847828260869558,0.002370917180760256
600,-0.04086888176452419,0.005987671578217692
601,-0.042231947483588606,0.007815604384576213
602,-0.026548672566371723,0.00346611826754886
603,-0.017821473809098598,0.0054392066774716355
604,-0.02092715231788078,0.007422176109339576
605,-0.017699115044247815,0.0013412583710044404
606,-0.006477545619791303,0.0033666332392774563
607,0.008865209868247126,0.002019476024042474
608,-0.02226158238388165,7.788470095194695e-05
609,-0.016990935258270112,0.004949486278004968
610,-0.010938625794196577,0.0031495408595907564
611,-0.0023316336536575166,0.0003399026368141474
612,-0.03863273987779847,-0.0021131280686772485
613,-0.03724956321510309,-0.0027655881678624724
614,-0.06307282827693284,-0.003738265937261182
615,-0.057077625570776225,-0.003276045274957606
616,-0.057401427445419984,-0.00041146897584939685
617,-0.05377179324502135,0.0014083877559370253
618,-0.049155070343275264,0.001053304509238837
619,-0.04509734693877543,0.0026530931295858685
620,-0.02930113628415032,0.0037167039906918884
621,-0.03530319374381874,0.0013521812788797028
622,-0.021780734530210566,0.001451536648090532
623,-0.019899452133869122,0.0027934766836174183
624,-0.020151248600607685,0.0031040073535039533
625,-0.03541238291066939,0.002174704281948386
626,-0.03972727272727272,0.0029312858638345877
627,-0.028201764705882315,0.0059308815997771
628,-0.02834145021645018,0.0012358665193407275
629,-0.020270292792792688,0.006888836011978058
630,-0.034994866666666735,0.008543705333447693
631,-0.06739606126914666,0.006886244679148708
632,-0.06916085961902241,0.0127982411525339
633,-0.07087774617067832,0.00910424260432239
634,-0.06333618101545258,0.012161334685835135
635,-0.06867027932618985,0.012935279235713984
636,-0.0400497176417437,0.012871264331961386
637,-0.0005967327288023405,0.008505762874987974
638,0.016932367149758543,0.008731577619390042
639,0.04480704600484242,0.005084975496463045
640,0.03629360547949756,0.003572285801919315
641,0.04056092068076267,0.0027665428739264888
642,0.02028146112786433,0.002976810030897941
643,0.03295543155531022,0.006647828101863552
644,0.0037339089178689555,0.0021527507829978663
645,0.015425705923483912,-0.0011309248352772269
646,0.00850102478106951,-0.00042407906595600797
647,0.009371080910977048,-0.002166857203896467
648,0.007414834332081899,-0.002093984650167824
649,0.021042515395547134,-0.0002821296687201937
650,0.025750260342705555,0.0016593040401629922
651,0.008998525428043136,0.000767853295740667
652,-0.0031790230885253568,0.001081099402165644
653,-0.010702368062123546,0.004949107838842678
654,-0.006729751190039601,0.002131213519567387
655,0.012013139371187309,0.008284597766429473
656,0.016120659743986243,0.008836571437932945
657,0.00904797396248469,0.00785570048366196
658,0.009688535500485207,0.010648260046505785
659,0.007856848214278678,0.011430330403915678
660,0.008424147785117686,0.004497593583306016
661,0.005391012637320447,0.007527828482532069
662,0.01790933707037845,0.0037178244263982594
663,-0.0035116833208841403,-0.001549956842532763
664,-0.006848838082664455,0.0022769841719876126
665,0.004620795880365014,0.00018994066671019182
